# model name run652
# Line luminosities from upper level 2 from 6385.00 to 6735.00 Angstroms
# Lower Levels:                0           1
# Line Wavelengths:      1025.44      6562.84
       nwind            x            z    i    j       inwind     wind_vol   plasma_vol  LowerLev000    LowerLev001  
         473   3.5513e+10   3.0243e+11   15   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         474   3.5513e+10   3.9528e+11   15   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         475   3.5513e+10   5.1663e+11   15   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         476   3.5513e+10   6.7524e+11   15   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         477   3.5513e+10   8.8255e+11   15   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         478   3.5513e+10   1.1535e+12   15   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         479   3.5513e+10   1.5076e+12   15   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         480   4.6416e+10   3.6259e+08   16    0            1   1.8958e+30    1.8958e+30    0.0000e+00    5.1118e-19
         481   4.6416e+10   8.3650e+08   16    1            0   1.6043e+30    1.6043e+30    0.0000e+00    4.3383e+29
         482   4.6416e+10   1.0933e+09   16    2            0   2.0968e+30    2.0968e+30    0.0000e+00    5.6773e+29
         483   4.6416e+10   1.4290e+09   16    3            0   2.7406e+30    2.7406e+30    0.0000e+00    2.0384e+29
         484   4.6416e+10   1.8677e+09   16    4            0   3.5820e+30    3.5820e+30    0.0000e+00    3.8306e+28
         485   4.6416e+10   2.4411e+09   16    5            0   4.6818e+30    4.6818e+30    0.0000e+00    8.5404e+27
         486   4.6416e+10   3.1906e+09   16    6            0   6.1193e+30    6.1193e+30    0.0000e+00    5.3000e+27
         487   4.6416e+10   4.1701e+09   16    7            0   7.9981e+30    7.9981e+30    0.0000e+00    1.4262e+27
         488   4.6416e+10   5.4504e+09   16    8            0   1.0454e+31    1.0454e+31    0.0000e+00    4.3141e+26
         489   4.6416e+10   7.1237e+09   16    9            0   1.3664e+31    1.3664e+31    0.0000e+00    1.3914e+26
         490   4.6416e+10   9.3107e+09   16   10            0   1.7859e+31    1.7859e+31    0.0000e+00    5.1936e+25
         491   4.6416e+10   1.2169e+10   16   11            0   2.3343e+31    2.3343e+31    0.0000e+00    1.2422e+25
         492   4.6416e+10   1.5905e+10   16   12            0   3.0512e+31    3.0512e+31    0.0000e+00    3.9722e+24
         493   4.6416e+10   2.0789e+10   16   13            1   3.8493e+31    3.8493e+31    0.0000e+00    2.1817e-16
         494   4.6416e+10   2.7171e+10   16   14            1   1.4902e+31    1.4902e+31    0.0000e+00    7.7137e-17
         495   4.6416e+10   3.5513e+10   16   15           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         496   4.6416e+10   4.6416e+10   16   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         497   4.6416e+10   6.0666e+10   16   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         498   4.6416e+10   7.9291e+10   16   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         499   4.6416e+10   1.0363e+11   16   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         500   4.6416e+10   1.3545e+11   16   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         501   4.6416e+10   1.7704e+11   16   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         502   4.6416e+10   2.3139e+11   16   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         503   4.6416e+10   3.0243e+11   16   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         504   4.6416e+10   3.9528e+11   16   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         505   4.6416e+10   5.1663e+11   16   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         506   4.6416e+10   6.7524e+11   16   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         507   4.6416e+10   8.8255e+11   16   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         508   4.6416e+10   1.1535e+12   16   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         509   4.6416e+10   1.5076e+12   16   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         510   6.0666e+10   3.6259e+08   17    0            1   4.4255e+29    4.4255e+29    0.0000e+00    7.1408e-20
         511   6.0666e+10   8.3650e+08   17    1            1   2.2829e+30    2.2829e+30    0.0000e+00    2.1972e-19
         512   6.0666e+10   1.0933e+09   17    2            0   3.5820e+30    3.5820e+30    0.0000e+00    3.7284e+29
         513   6.0666e+10   1.4290e+09   17    3            0   4.6817e+30    4.6817e+30    0.0000e+00    7.0956e+29
         514   6.0666e+10   1.8677e+09   17    4            0   6.1191e+30    6.1191e+30    0.0000e+00    2.0951e+29
         515   6.0666e+10   2.4411e+09   17    5            0   7.9978e+30    7.9978e+30    0.0000e+00    3.2053e+28
         516   6.0666e+10   3.1906e+09   17    6            0   1.0453e+31    1.0453e+31    0.0000e+00    5.0952e+27
         517   6.0666e+10   4.1701e+09   17    7            0   1.3663e+31    1.3663e+31    0.0000e+00    3.2416e+27
         518   6.0666e+10   5.4504e+09   17    8            0   1.7858e+31    1.7858e+31    0.0000e+00    1.1229e+27
         519   6.0666e+10   7.1237e+09   17    9            0   2.3341e+31    2.3341e+31    0.0000e+00    3.5998e+26
         520   6.0666e+10   9.3107e+09   17   10            0   3.0508e+31    3.0508e+31    0.0000e+00    1.2230e+26
         521   6.0666e+10   1.2169e+10   17   11            0   3.9876e+31    3.9876e+31    0.0000e+00    3.4405e+25
         522   6.0666e+10   1.5905e+10   17   12            0   5.2121e+31    5.2121e+31    0.0000e+00    9.4775e+24
         523   6.0666e+10   2.0789e+10   17   13            0   6.8127e+31    6.8127e+31    0.0000e+00    3.3043e+24
         524   6.0666e+10   2.7171e+10   17   14            1   8.6266e+31    8.6266e+31    0.0000e+00    2.7967e-16
         525   6.0666e+10   3.5513e+10   17   15            1   3.4463e+31    3.4463e+31    0.0000e+00    1.0313e-16
         526   6.0666e+10   4.6416e+10   17   16           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         527   6.0666e+10   6.0666e+10   17   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         528   6.0666e+10   7.9291e+10   17   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         529   6.0666e+10   1.0363e+11   17   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         530   6.0666e+10   1.3545e+11   17   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         531   6.0666e+10   1.7704e+11   17   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         532   6.0666e+10   2.3139e+11   17   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         533   6.0666e+10   3.0243e+11   17   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         534   6.0666e+10   3.9528e+11   17   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         535   6.0666e+10   5.1663e+11   17   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         536   6.0666e+10   6.7524e+11   17   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         537   6.0666e+10   8.8255e+11   17   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         538   6.0666e+10   1.1535e+12   17   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         539   6.0666e+10   1.5076e+12   17   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         540   7.9291e+10   3.6259e+08   18    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         541   7.9291e+10   8.3650e+08   18    1            1   1.5883e+29    1.5883e+29    0.0000e+00    1.2288e-20
         542   7.9291e+10   1.0933e+09   18    2            1   3.3546e+30    3.3546e+30    0.0000e+00    1.4965e-19
         543   7.9291e+10   1.4290e+09   18    3            1   7.9946e+30    7.9946e+30    0.0000e+00    2.8358e-19
         544   7.9291e+10   1.8677e+09   18    4            0   1.0453e+31    1.0453e+31    0.0000e+00    8.2314e+29
         545   7.9291e+10   2.4411e+09   18    5            0   1.3662e+31    1.3662e+31    0.0000e+00    1.8193e+29
         546   7.9291e+10   3.1906e+09   18    6            0   1.7857e+31    1.7857e+31    0.0000e+00    2.1662e+28
         547   7.9291e+10   4.1701e+09   18    7            0   2.3340e+31    2.3340e+31    0.0000e+00    3.6004e+27
         548   7.9291e+10   5.4504e+09   18    8            0   3.0506e+31    3.0506e+31    0.0000e+00    2.6523e+27
         549   7.9291e+10   7.1237e+09   18    9            0   3.9872e+31    3.9872e+31    0.0000e+00    6.1535e+26
         550   7.9291e+10   9.3107e+09   18   10            0   5.2115e+31    5.2115e+31    0.0000e+00    3.8345e+26
         551   7.9291e+10   1.2169e+10   18   11            0   6.8117e+31    6.8117e+31    0.0000e+00    1.0957e+26
         552   7.9291e+10   1.5905e+10   18   12            0   8.9033e+31    8.9033e+31    0.0000e+00    3.3577e+25
         553   7.9291e+10   2.0789e+10   18   13            0   1.1637e+32    1.1637e+32    0.0000e+00    9.2006e+24
         554   7.9291e+10   2.7171e+10   18   14            0   1.5211e+32    1.5211e+32    0.0000e+00    2.9940e+24
         555   7.9291e+10   3.5513e+10   18   15            1   1.9313e+32    1.9313e+32    0.0000e+00    3.6132e-16
         556   7.9291e+10   4.6416e+10   18   16            1   7.9008e+31    7.9008e+31    0.0000e+00    1.3711e-16
         557   7.9291e+10   6.0666e+10   18   17           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         558   7.9291e+10   7.9291e+10   18   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         559   7.9291e+10   1.0363e+11   18   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         560   7.9291e+10   1.3545e+11   18   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         561   7.9291e+10   1.7704e+11   18   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         562   7.9291e+10   2.3139e+11   18   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         563   7.9291e+10   3.0243e+11   18   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         564   7.9291e+10   3.9528e+11   18   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         565   7.9291e+10   5.1663e+11   18   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         566   7.9291e+10   6.7524e+11   18   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         567   7.9291e+10   8.8255e+11   18   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         568   7.9291e+10   1.1535e+12   18   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         569   7.9291e+10   1.5076e+12   18   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         570   1.0363e+11   3.6259e+08   19    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         571   1.0363e+11   8.3650e+08   19    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         572   1.0363e+11   1.0933e+09   19    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         573   1.0363e+11   1.4290e+09   19    3            1   4.2291e+30    4.2291e+30    0.0000e+00    1.1105e-19
         574   1.0363e+11   1.8677e+09   19    4            1   1.7067e+31    1.7067e+31    0.0000e+00    3.6354e-19
         575   1.0363e+11   2.4411e+09   19    5            0   2.3339e+31    2.3339e+31    0.0000e+00    1.0105e+30
         576   1.0363e+11   3.1906e+09   19    6            0   3.0505e+31    3.0505e+31    0.0000e+00    1.6088e+29
         577   1.0363e+11   4.1701e+09   19    7            0   3.9870e+31    3.9870e+31    0.0000e+00    1.6254e+28
         578   1.0363e+11   5.4504e+09   19    8            0   5.2112e+31    5.2112e+31    0.0000e+00    4.9386e+27
         579   1.0363e+11   7.1237e+09   19    9            0   6.8112e+31    6.8112e+31    0.0000e+00    8.8854e+26
         580   1.0363e+11   9.3107e+09   19   10            0   8.9025e+31    8.9025e+31    0.0000e+00    1.0591e+27
         581   1.0363e+11   1.2169e+10   19   11            0   1.1636e+32    1.1636e+32    0.0000e+00    2.5563e+26
         582   1.0363e+11   1.5905e+10   19   12            0   1.5209e+32    1.5209e+32    0.0000e+00    6.9868e+25
         583   1.0363e+11   2.0789e+10   19   13            0   1.9879e+32    1.9879e+32    0.0000e+00    2.6720e+25
         584   1.0363e+11   2.7171e+10   19   14            0   2.5984e+32    2.5984e+32    0.0000e+00    6.5772e+24
         585   1.0363e+11   3.5513e+10   19   15            0   3.3964e+32    3.3964e+32    0.0000e+00    2.4203e+24
         586   1.0363e+11   4.6416e+10   19   16            1   4.3207e+32    4.3207e+32    0.0000e+00    4.6931e-16
         587   1.0363e+11   6.0666e+10   19   17            1   1.7996e+32    1.7996e+32    0.0000e+00    1.8205e-16
         588   1.0363e+11   7.9291e+10   19   18           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         589   1.0363e+11   1.0363e+11   19   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         590   1.0363e+11   1.3545e+11   19   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         591   1.0363e+11   1.7704e+11   19   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         592   1.0363e+11   2.3139e+11   19   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         593   1.0363e+11   3.0243e+11   19   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         594   1.0363e+11   3.9528e+11   19   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         595   1.0363e+11   5.1663e+11   19   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         596   1.0363e+11   6.7524e+11   19   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         597   1.0363e+11   8.8255e+11   19   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         598   1.0363e+11   1.1535e+12   19   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         599   1.0363e+11   1.5076e+12   19   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         600   1.3545e+11   3.6259e+08   20    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         601   1.3545e+11   8.3650e+08   20    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         602   1.3545e+11   1.0933e+09   20    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         603   1.3545e+11   1.4290e+09   20    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         604   1.3545e+11   1.8677e+09   20    4            1   5.0849e+30    5.0849e+30    0.0000e+00    7.4453e-20
         605   1.3545e+11   2.4411e+09   20    5            1   3.4949e+31    3.4949e+31    0.0000e+00    4.2666e-19
         606   1.3545e+11   3.1906e+09   20    6            0   5.2110e+31    5.2110e+31    0.0000e+00    1.1436e+30
         607   1.3545e+11   4.1701e+09   20    7            0   6.8109e+31    6.8109e+31    0.0000e+00    1.1809e+29
         608   1.3545e+11   5.4504e+09   20    8            0   8.9021e+31    8.9021e+31    0.0000e+00    1.7187e+28
         609   1.3545e+11   7.1237e+09   20    9            0   1.1635e+32    1.1635e+32    0.0000e+00    2.4191e+27
         610   1.3545e+11   9.3107e+09   20   10            0   1.5208e+32    1.5208e+32    0.0000e+00    9.1980e+26
         611   1.3545e+11   1.2169e+10   20   11            0   1.9877e+32    1.9877e+32    0.0000e+00    7.4589e+26
         612   1.3545e+11   1.5905e+10   20   12            0   2.5980e+32    2.5980e+32    0.0000e+00    1.8027e+26
         613   1.3545e+11   2.0789e+10   20   13            0   3.3958e+32    3.3958e+32    0.0000e+00    6.3742e+25
         614   1.3545e+11   2.7171e+10   20   14            0   4.4385e+32    4.4385e+32    0.0000e+00    2.0969e+25
         615   1.3545e+11   3.5513e+10   20   15            0   5.8016e+32    5.8016e+32    0.0000e+00    6.3232e+24
         616   1.3545e+11   4.6416e+10   20   16            0   7.5834e+32    7.5834e+32    0.0000e+00    2.1940e+24
         617   1.3545e+11   6.0666e+10   20   17            1   9.6613e+32    9.6613e+32    0.0000e+00    6.1153e-16
         618   1.3545e+11   7.9291e+10   20   18            1   4.0793e+32    4.0793e+32    0.0000e+00    2.4096e-16
         619   1.3545e+11   1.0363e+11   20   19           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         620   1.3545e+11   1.3545e+11   20   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         621   1.3545e+11   1.7704e+11   20   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         622   1.3545e+11   2.3139e+11   20   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         623   1.3545e+11   3.0243e+11   20   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         624   1.3545e+11   3.9528e+11   20   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         625   1.3545e+11   5.1663e+11   20   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         626   1.3545e+11   6.7524e+11   20   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         627   1.3545e+11   8.8255e+11   20   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         628   1.3545e+11   1.1535e+12   20   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         629   1.3545e+11   1.5076e+12   20   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         630   1.7704e+11   3.6259e+08   21    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         631   1.7704e+11   8.3650e+08   21    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         632   1.7704e+11   1.0933e+09   21    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         633   1.7704e+11   1.4290e+09   21    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         634   1.7704e+11   1.8677e+09   21    4           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         635   1.7704e+11   2.4411e+09   21    5            1   6.0665e+30    6.0665e+30    0.0000e+00    5.7804e-20
         636   1.7704e+11   3.1906e+09   21    6            1   7.0483e+31    7.0483e+31    0.0000e+00    4.6630e-19
         637   1.7704e+11   4.1701e+09   21    7            0   1.1635e+32    1.1635e+32    0.0000e+00    9.1663e+29
         638   1.7704e+11   5.4504e+09   21    8            0   1.5207e+32    1.5207e+32    0.0000e+00    8.5582e+28
         639   1.7704e+11   7.1237e+09   21    9            0   1.9876e+32    1.9876e+32    0.0000e+00    1.1845e+28
         640   1.7704e+11   9.3107e+09   21   10            0   2.5979e+32    2.5979e+32    0.0000e+00    1.9030e+27
         641   1.7704e+11   1.2169e+10   21   11            0   3.3955e+32    3.3955e+32    0.0000e+00    1.7635e+27
         642   1.7704e+11   1.5905e+10   21   12            0   4.4380e+32    4.4380e+32    0.0000e+00    5.0442e+26
         643   1.7704e+11   2.0789e+10   21   13            0   5.8007e+32    5.8007e+32    0.0000e+00    2.0612e+26
         644   1.7704e+11   2.7171e+10   21   14            0   7.5819e+32    7.5819e+32    0.0000e+00    4.9345e+25
         645   1.7704e+11   3.5513e+10   21   15            0   9.9102e+32    9.9102e+32    0.0000e+00    2.5157e+25
         646   1.7704e+11   4.6416e+10   21   16            0   1.2954e+33    1.2954e+33    0.0000e+00    6.1706e+24
         647   1.7704e+11   6.0666e+10   21   17            0   1.6932e+33    1.6932e+33    0.0000e+00    1.7893e+24
         648   1.7704e+11   7.9291e+10   21   18            1   2.1595e+33    2.1595e+33    0.0000e+00    7.9791e-16
         649   1.7704e+11   1.0363e+11   21   19            1   9.2133e+32    9.2133e+32    0.0000e+00    3.1803e-16
         650   1.7704e+11   1.3545e+11   21   20           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         651   1.7704e+11   1.7704e+11   21   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         652   1.7704e+11   2.3139e+11   21   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         653   1.7704e+11   3.0243e+11   21   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         654   1.7704e+11   3.9528e+11   21   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         655   1.7704e+11   5.1663e+11   21   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         656   1.7704e+11   6.7524e+11   21   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         657   1.7704e+11   8.8255e+11   21   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         658   1.7704e+11   1.1535e+12   21   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         659   1.7704e+11   1.5076e+12   21   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         660   2.3139e+11   3.6259e+08   22    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         661   2.3139e+11   8.3650e+08   22    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         662   2.3139e+11   1.0933e+09   22    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         663   2.3139e+11   1.4290e+09   22    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         664   2.3139e+11   1.8677e+09   22    4           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         665   2.3139e+11   2.4411e+09   22    5           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         666   2.3139e+11   3.1906e+09   22    6            1   7.1238e+30    7.1238e+30    0.0000e+00    3.1928e-20
         667   2.3139e+11   4.1701e+09   22    7            1   1.4186e+32    1.4186e+32    0.0000e+00    5.0683e-19
         668   2.3139e+11   5.4504e+09   22    8            0   2.5978e+32    2.5978e+32    0.0000e+00    5.2703e+29
         669   2.3139e+11   7.1237e+09   22    9            0   3.3954e+32    3.3954e+32    0.0000e+00    6.6934e+28
         670   2.3139e+11   9.3107e+09   22   10            0   4.4378e+32    4.4378e+32    0.0000e+00    8.7432e+27
         671   2.3139e+11   1.2169e+10   22   11            0   5.8004e+32    5.8004e+32    0.0000e+00    3.2574e+27
         672   2.3139e+11   1.5905e+10   22   12            0   7.5813e+32    7.5813e+32    0.0000e+00    1.5123e+27
         673   2.3139e+11   2.0789e+10   22   13            0   9.9090e+32    9.9090e+32    0.0000e+00    6.9359e+26
         674   2.3139e+11   2.7171e+10   22   14            0   1.2952e+33    1.2952e+33    0.0000e+00    9.8035e+25
         675   2.3139e+11   3.5513e+10   22   15            0   1.6929e+33    1.6929e+33    0.0000e+00    6.6953e+25
         676   2.3139e+11   4.6416e+10   22   16            0   2.2127e+33    2.2127e+33    0.0000e+00    1.3807e+25
         677   2.3139e+11   6.0666e+10   22   17            0   2.8922e+33    2.8922e+33    0.0000e+00    5.5411e+24
         678   2.3139e+11   7.9291e+10   22   18            0   3.7805e+33    3.7805e+33    0.0000e+00    1.7891e+24
         679   2.3139e+11   1.0363e+11   22   19            1   4.8256e+33    4.8256e+33    0.0000e+00    1.0421e-15
         680   2.3139e+11   1.3545e+11   22   20            1   2.0752e+33    2.0752e+33    0.0000e+00    4.1901e-16
         681   2.3139e+11   1.7704e+11   22   21           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         682   2.3139e+11   2.3139e+11   22   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         683   2.3139e+11   3.0243e+11   22   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         684   2.3139e+11   3.9528e+11   22   24           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         685   2.3139e+11   5.1663e+11   22   25           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         686   2.3139e+11   6.7524e+11   22   26           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         687   2.3139e+11   8.8255e+11   22   27           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         688   2.3139e+11   1.1535e+12   22   28           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         689   2.3139e+11   1.5076e+12   22   29           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         690   3.0243e+11   3.6259e+08   23    0           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         691   3.0243e+11   8.3650e+08   23    1           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         692   3.0243e+11   1.0933e+09   23    2           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         693   3.0243e+11   1.4290e+09   23    3           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         694   3.0243e+11   1.8677e+09   23    4           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         695   3.0243e+11   2.4411e+09   23    5           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         696   3.0243e+11   3.1906e+09   23    6           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         697   3.0243e+11   4.1701e+09   23    7            1   8.1431e+30    8.1431e+30    0.0000e+00    2.1097e-20
         698   3.0243e+11   5.4504e+09   23    8            1   2.8705e+32    2.8705e+32    0.0000e+00    6.0669e-19
         699   3.0243e+11   7.1237e+09   23    9            0   5.8002e+32    5.8002e+32    0.0000e+00    2.0730e+29
         700   3.0243e+11   9.3107e+09   23   10            0   7.5810e+32    7.5810e+32    0.0000e+00    5.0289e+28
         701   3.0243e+11   1.2169e+10   23   11            0   9.9085e+32    9.9085e+32    0.0000e+00    6.7934e+27
         702   3.0243e+11   1.5905e+10   23   12            0   1.2951e+33    1.2951e+33    0.0000e+00    1.3271e+27
         703   3.0243e+11   2.0789e+10   23   13            0   1.6927e+33    1.6927e+33    0.0000e+00    3.7622e+26
         704   3.0243e+11   2.7171e+10   23   14            0   2.2124e+33    2.2124e+33    0.0000e+00    7.4653e+26
         705   3.0243e+11   3.5513e+10   23   15            0   2.8918e+33    2.8918e+33    0.0000e+00    2.1370e+26
         706   3.0243e+11   4.6416e+10   23   16            0   3.7797e+33    3.7797e+33    0.0000e+00    7.6871e+25
         707   3.0243e+11   6.0666e+10   23   17            0   4.9404e+33    4.9404e+33    0.0000e+00    1.6370e+25
         708   3.0243e+11   7.9291e+10   23   18            0   6.4576e+33    6.4576e+33    0.0000e+00    5.9657e+24
         709   3.0243e+11   1.0363e+11   23   19            0   8.4410e+33    8.4410e+33    0.0000e+00    1.4981e+24
         710   3.0243e+11   1.3545e+11   23   20            1   1.0781e+34    1.0781e+34    0.0000e+00    1.3621e-15
         711   3.0243e+11   1.7704e+11   23   21            1   4.6643e+33    4.6643e+33    0.0000e+00    5.5218e-16
         712   3.0243e+11   2.3139e+11   23   22           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
         713   3.0243e+11   3.0243e+11   23   23           -1   0.0000e+00    0.0000e+00    0.0000e+00    0.0000e+00
